ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Glottolog_Name
AyacuchoQ,Ayacucho Quechua,South America,-13.84714,-74.32246,ayac1239,,Quechuan,Ayacucho Quechua
Aymara,Aymara (Central dialect),South America,-17.0,-68.5,cent2142,,Aymaran,Central Aymara
AymaraC,Aymara (Chilean dialect),South America,-17.0,-68.5,cent2142,,Aymaran,Central Aymara
Ayoreo,Ayoreo,South America,-19.220055,-60.217495,ayor1240,,Zamucoan,Ayoreo
BakairiE,Bakairí (Eastern dialect),South America,-14.2628,-54.7034,baka1277,,Cariban,Bakairí
BakairiW,Bakairí (Western dialect),South America,-14.2628,-54.7034,baka1277,,Cariban,Bakairí
Baniwa,Baniwa (Central),South America,2.17859,-67.7704,bani1255,,Arawakan,Baniwa do Icana
Baniva,Baniwa (Rio Negro),South America,2.17859,-67.7704,bani1255,,Arawakan,Baniwa do Icana
BarasanaE,Barasana-Eduria,South America,0.02193,-70.808,bara1380,,Tucanoan,Barasana-Eduria
Bare,Baré,South America,1.91649,-66.828,bare1276,,Arawakan,Baré
Bari,Barí,South America,9.08497,-72.9353,bari1297,,Chibchan,Barí
Baure,Baure,South America,-13.61,-63.68,baur1253,,Arawakan,Baure
Besiro,Bésɨro,South America,-16.769554,-61.817795,chiq1248,,Chiquitano,Lomeriano-Ignaciano Chiquitano
BolivianQ,Bolivian Quechua (Northern and Southern dialects),South America,-14.4014,-68.7894,nort2976,,Quechuan,North Bolivian Quechua
Bora,Bora,South America,-2.000259,-72.257066,bora1263,,Boran,Bora
Kuna,Border Kuna,South America,7.92993,-77.1664,bord1248,,Chibchan,Border Kuna
Bororo,Borôro,South America,-16.6029,-55.2004,boro1282,,Bororoan,Bororo
Cabiyari,Cabiyarí,South America,0.16101,-71.0622,cabi1241,,Arawakan,Cabiyarí
CajamarcaQ,Cajamarca Quechua,South America,-7.09314,-78.3214,caja1238,,Quechuan,Cajamarca Quechua
Callawalla,Callawaya,South America,-15.88451,-68.10176,call1235,,Mixed Language,Callawalla
Camsa,Camsá,South America,1.14537,-76.8931,cams1241,,,Camsá
Candoshi,Candoshi-Shapra,South America,-4.23835,-76.9347,cand1248,,,Candoshi-Shapra
Canela,Canela,South America,-6.10712,-45.1299,cane1242,,Nuclear-Macro-Je,Canela-Krahô
Capanahua,Capanahua,South America,-6.63254,-74.3813,capa1241,,Pano-Tacanan,Capanahua
Caquinte,Caquinte,South America,-11.4812,-73.4451,caqu1242,,Arawakan,Caquinte
CaribFrG,Carib (French Guiana dialect),South America,5.83772,-56.8323,gali1262,,Cariban,Galibi Carib
CaribESu,Carib (Suriname dialect),South America,5.83772,-56.8323,gali1262,,Cariban,Galibi Carib
CaribVen,Carib (Venezuela dialect),South America,5.83772,-56.8323,gali1262,,Cariban,Galibi Carib
Carijona,Carijona,South America,1.21894,-72.0664,cari1279,,Cariban,Carijona
Cashibo,Cashibo-Cacataibo,South America,-8.70232,-75.4206,cash1251,,Pano-Tacanan,Cashibo-Cacataibo
Cashinahua,Cashinahua,South America,-9.72027,-71.1733,cash1254,,Pano-Tacanan,Cashinahua
Cavinenya,Cavineña,South America,-13.3544,-66.6277,cavi1250,,Pano-Tacanan,Cavineña
Cayubaba,Cayubaba,South America,-13.2482,-65.4822,cayu1262,,,Cayubaba
Chapalaa,Cha'palaa,South America,0.71489,-79.0508,chac1249,,Barbacoan,Cha'palaa
ChachapoyasQ,Chachapoyas Quechua,South America,-6.27021,-77.6615,chac1250,,Quechuan,Chachapoyas Quechua
Chacobo,Chácobo,South America,-12.133,-66.7164,chac1251,,Pano-Tacanan,Chácobo
Chamacoco,Chamacoco,South America,-20.5899,-58.2005,cham1315,,Zamucoan,Chamacoco
Chamicuro,Chamicuro,South America,-5.1149,-75.6778,cham1318,,Arawakan,Chamicuro
Chana,Chaná,,,,,,Charruan,
Chimila,Chimila,South America,10.1902,-74.2559,chim1309,,Chibchan,Chimila
Chipaya,Chipaya,South America,-18.73951,-67.89633,chip1262,,Uru-Chipaya,Chipaya
ChiriguanoC,Chiriguano (Chané dialect),South America,-20.42,-63.37,east2555,,Tupian,Eastern Bolivian Guaraní
ChiriguanoI,Chiriguano (Izoceño dialect),South America,-20.42,-63.37,east2555,,Tupian,Eastern Bolivian Guaraní
Cholon,Cholón,South America,-9.23129,-75.9621,chol1284,,Hibito-Cholon,Cholón
Chorote,Chorote (Iyo'wujwa and Iyowa'ja dialects),South America,-22.2067,-62.6508,iyow1239,,Matacoan,Iyo'wujwa Chorote
Chulupi,Chulupí,South America,-22.8557,-61.7606,niva1238,,Matacoan,Nivaclé
Cofan,Cofán,South America,0.276675,-77.0643,cofa1242,,,Cofán
Cuiba,Cuiba,South America,6.19829,-69.8197,cuib1242,,Guahiboan,Cuiba
Curripaco,Curripaco,South America,0.69618,-67.5028,curr1243,,Arawakan,Curripaco
CuzcoCollaoQ,Cuzco-Collao Quechua,South America,-14.0853,-71.7663,cusc1236,,Quechuan,Cusco Quechua
Damana,Damana,South America,10.9286,-73.4056,mala1522,,Chibchan,Malayo
Daw,Dâw,South America,-0.1177,-67.2934,daww1239,,Naduhup,Dâw
Deni,Dení,South America,-6.74962,-67.5029,deni1241,,Arawan,Deni
Desano,Desano,South America,0.58157,-69.4955,desa1247,,Tucanoan,Desano
EmberaBaudo,Emberá-Baudó,South America,5.2824,-76.32548,embe1259,,Chocoan,Emberá-Baudó
EmberaCatio,Emberá-Catío,South America,7.52721,-76.7476,embe1260,,Chocoan,Emberá-Catío
EmberaChami,Emberá-Chamí,South America,4.8791,-76.0749,embe1262,,Chocoan,Emberá-Chamí
Emerillon,Emerillon,South America,3.23694,-52.3699,emer1243,,Tupian,Teko
EnaweneNawe,Enawené-Nawé,South America,-12.4302,-58.9802,enaw1238,,Arawakan,Enawené-Nawé
Epena,Epena,South America,4.25877,-77.3566,epen1239,,Chocoan,Epena
EseEja,Ese Eja (Peru),South America,-11.7268,-67.515,esee1248,,Pano-Tacanan,Ese Ejja
EseEjja,Ese Ejja (Bolivia),South America,-11.7268,-67.515,esee1248,,Pano-Tacanan,Ese Ejja
FerrenafeQ,Ferreñafe Quechua,South America,-6.1715,-79.468,lamb1276,,Quechuan,Lambayeque Quechua
GaviaoJ,Gavião do Jiparaná,South America,-10.7235,-61.6752,gavi1246,,Tupian,Gavião Do Jiparaná
GaviaoP,Gavião do Pará,South America,-4.91161,-49.0217,para1315,,Nuclear-Macro-Je,Pará-Maranhão Gavião
Guahibo,Guahibo,South America,5.81736,-68.9839,guah1255,,Guahiboan,Guahibo
Guaja,Guajá,South America,-3.93574,-46.3683,guaj1256,,Tupian,Guajá
Guajajara,Guajajára,South America,-4.69461,-45.7081,guaj1255,,Tupian,Guajajára
Guambiano,Guambiano,South America,2.55849,-76.582,guam1248,,Barbacoan,Guambiano
Guarayu,Guarayu,South America,-15.8247,-61.6934,guar1292,,Tupian,Guarayu
Guato,Guató,South America,-17.8696,-57.2897,guat1253,,,Guató
Guayabero,Guayabero,South America,2.8969,-71.844,guay1257,,Guahiboan,Guayabero
GununYajich,Günün Yajich,,,,,,Isolate,
Hixkaryana,Hixkaryána,South America,-0.16265,-58.80153,hixk1239,,Cariban,Hixkaryána
Hoti,Hoti,South America,5.63879,-65.4267,yuwa1244,,Jodi-Saliban,Hoti
HuallagaHQ,Huallaga Huánuco Quechua,South America,-9.57135,-75.594,hual1241,,Quechuan,Huallaga Huánuco Quechua
Huambisa,Huambisa,South America,-3.99109,-77.9797,huam1247,,Chicham,Huambisa
HuaylasCQ,Huaylas-Conchucos Quechua,South America,-8.97356,-77.4146,nort2979,,Quechuan,Northern Conchucos Ancash Quechua
HuitotoMinica,"Huitoto, Minica",South America,-1.54535,-73.1107,mini1256,,Huitotoan,Minica Huitoto
HuitotoMurui,"Huitoto, Murui",South America,-1.13669,-73.8331,muru1274,,Huitotoan,Murui Huitoto
Hupde,Hup,South America,0.58622,-69.8359,hupd1244,,Naduhup,Hup
Ignaciano,Ignaciano,South America,-15.1188,-65.3993,igna1246,,Arawakan,Ignaciano
Ika,Ika,South America,10.7018,-73.6363,arhu1242,,Chibchan,Arhuaco
Ikpeng,Ikpeng,South America,-11.37822,-53.49553,ikpe1245,,Cariban,Ikpeng
ImbaburaQ,Imbabura Quichua,South America,0.31776,-78.3729,imba1240,,Quechuan,Imbabura Highland Quichua
Inyapari,Iñapari,South America,-12.46525,-69.30827,inap1242,,Arawakan,Iñapari
IngaHQ,Inga (Highland dialect),South America,1.00313,-76.8606,inga1252,,Quechuan,Colombian Inga
IngaJQ,Inga (Jungle dialect),South America,0.88872,-76.6593,jung1240,,Quechuan,San Andrés-Lowland Inga
Ingariko,Ingarikó,South America,6.16277,-60.862,akaw1239,,Cariban,Akawaio
Iquito,Iquito,South America,-3.31233,-73.97046,iqui1243,,Zaparoan,Iquito
Itonama,Itonama,South America,-12.80431,-64.35748,iton1250,,,Itonama
Jabuti,Jabutí,South America,-12.038,-64.6694,djeo1235,,Nuclear-Macro-Je,Djeoromitxí
Jamamadi,Jamamadí,South America,-7.62223,-66.5662,jama1261,,Arawan,Madi
Japreria,Japreria,South America,10.5523,-72.7101,japr1238,,Cariban,Japrería
Jaqaru,Jaqaru,South America,-12.741939,-75.809231,jaqa1244,,Aymaran,Jaqaru
Jarawara,Jarawara,South America,-7.62223,-66.5662,jama1261,,Arawan,Madi
JaujaHuancaQ,Jauja-Huanca Quechua,South America,-11.6747,-75.2786,jauj1238,,Quechuan,Jauja Wanca Quechua
Juma,Júma,South America,-7.27501,-64.0998,juma1249,,Tupian,Júma
Juruna,Jurúna,South America,-10.9354,-53.3472,juru1256,,Tupian,Jurúna
Kaapor,Kaapor,South America,-2.46455,-46.2204,urub1250,,Tupian,Urubú-Kaapor
Kadiweu,Kadiwéu,South America,-19.7222,-57.582,kadi1248,,Guaicuruan,Kadiwéu
Kaingang,Kaingang,South America,-27.7671,-52.5394,kain1272,,Nuclear-Macro-Je,Kaingang
KaingangSP,"Kaingáng, São Paulo",South America,-21.771882,-50.429849,saop1235,,Nuclear-Macro-Je,São Paulo Kaingáng
Kaiwa,Kaiwá,South America,-24.589,-54.6815,kaiw1246,,Tupian,Kaiwá
Cacua,Kakua,South America,0.88778,-69.5659,cacu1241,,Kakua-Nukak,Kakua
Kamayura,Kamayurá,South America,-12.2661,-53.4651,kama1373,,Tupian,Kamayurá
Kanoe,Kanoé,South America,-12.1789,-64.5812,kano1245,,,Kanoê
Karaja,Karajá,South America,-11.1881,-50.3492,kara1500,,Nuclear-Macro-Je,Karajá
Karapana,Karapanã,South America,0.06168,-69.6465,cara1272,,Tucanoan,Carapana
KaririXocoDz,Karirí-Xocó (Dzubukuá dialect),South America,-9.84999,-36.3333,kari1255,,Unclassifiable,Karirí-Xocó
Karitiana,Karitiâna,South America,-9.37937,-64.1522,kari1311,,Tupian,Karitiâna
Karo,Karo,South America,-10.3342,-61.5691,karo1305,,Tupian,Karo (Brazil)
Katukina,Katukína,South America,-8.19121,-70.3822,nucl1668,,Bookkeeping,Katukína
KatukinaPan,Katukína (Panoan),South America,-7.97456,-71.56151,pano1254,,Pano-Tacanan,Panoan Katukína
Kawesqar,Kawesqar,South America,-49.303195,-74.707536,qawa1238,,Kawesqar,Qawasqar
Kaxarari,Kaxararí,South America,-9.47288,-66.3329,kaxa1239,,Pano-Tacanan,Kaxararí
Kaxuiana,Kaxuiâna,South America,2.17138,-55.9101,kaxu1237,,Cariban,Kaxuiâna
Kayabi,Kayabí,South America,-11.2747,-55.5479,kaya1329,,Tupian,Kayabí
Kinikinao,Kinikinao,South America,-19.1667,-54.0333,guan1270,,Arawakan,Kinikinao
Kithaulhu,Kithaulhu,South America,-14.3707,-59.5187,sout2994,,Nambiquaran,Southern Nambikuára
Kogi,Kogi,South America,10.9485,-73.8043,cogu1240,,Chibchan,Cogui
Kokama,Kokama-Kokamilla,South America,-4.5,-74.0,coca1259,,Tupian,Cocama-Cocamilla
Koreguaje,Koreguaje,South America,0.92316,-75.3475,kore1283,,Tucanoan,Koreguaje
Korubo,Korubo,South America,-5.3655,-70.5094,koru1247,,Pano-Tacanan,Korubo
Kotiria,Kotiria,South America,1.07554,-69.5705,guan1269,,Tucanoan,Kotiria
Kraho,Krahô,South America,-8.01172,-47.5774,krah1246,,Nuclear-Macro-Je,Krahô
Krenak,Krenak,South America,-18.9988,-41.2299,kren1239,,Nuclear-Macro-Je,Krenak
Krinkati,Krinkati-Timbira,South America,-5.94252,-46.7504,krik1239,,Nuclear-Macro-Je,Pykobjê
Kubeo,Kubeo,South America,1.32382,-70.1939,cube1242,,Tucanoan,Cubeo
Kuikuro,Kuikúro-Kalapálo,South America,-12.3035,-53.2261,kuik1246,,Cariban,Kuikúro-Kalapálo
Kulina,Kulina,South America,-8.55268,-70.6648,culi1244,,Arawan,Culina
Kunza,Kunza,South America,-23.0,-69.0,kunz1244,,,Kunza
Kuruaya,Kuruáya,South America,-3.09561,-52.2303,kuru1309,,Tupian,Kuruáya
Kwaza,Kwaza,South America,-11.6667,-61.1833,kwaz1243,,,Kwaza
Latunde,Latunde,South America,-12.608792,-60.422423,latu1238,,Nambiquaran,Latundê
Leco,Leco,South America,-15.0092,-67.8818,leco1242,,,Leco
Lokono,Lokono,South America,5.64295,-56.9243,araw1276,,Arawakan,Lokono
Lule,Lule,Africa,4.6242,31.9103,olub1238,,Central Sudanic,Olu'bo
Macaguan,Macaguán,South America,6.34582,-71.2671,maca1259,,Guahiboan,Macaguán
Macuna,Macuna,South America,-0.14459,-70.0749,macu1260,,Tucanoan,Macuna
Macushi,Macushi,South America,4.31861,-60.2209,macu1259,,Cariban,Macushi
Maihiki,Máíhɨki,South America,-2.86315,-72.4926,orej1242,,Tucanoan,Maijiki
Maka,Maka,South America,-25.0119,-57.3694,maca1260,,Matacoan,Maca
Mako,Mako,South America,4.5621,-66.5813,maco1239,,Jodi-Saliban,Maco
Makurap,Makuráp,South America,-11.8701,-64.3201,maku1278,,Tupian,Makuráp
Mamainde,Mamaindé,South America,-12.986439,-60.101072,mama1278,,Nambiquaran,Mamaindé
Manchinere,Manchinere,South America,-10.661655,-70.208108,mach1268,,Arawakan,Machinere
Mapoyo,Mapoyo,South America,5.96952,-67.2581,mapo1246,,Cariban,Mapoyo
Mapudungun,Mapudungun,South America,-38.7392,-71.277,mapu1245,,Araucanian,Mapudungun
Matis,Matís,South America,-4.3553,-70.2079,mati1255,,Pano-Tacanan,Matís
Matses,Matsés,South America,-5.73914,-72.6281,mats1244,,Pano-Tacanan,Matsés
Matsigenka,Matsigenka,South America,-12.1291,-72.5017,mach1267,,Arawakan,Machiguenga
Mawayana,Mawayana,South America,1.98815,-58.5046,mawa1271,,Bookkeeping,Mawayana
Maxakali,Maxakalí,South America,-16.9402,-40.7891,maxa1247,,Nuclear-Macro-Je,Maxakalí
Mbya,Mbyá,South America,-26.0188,-52.711,mbya1239,,Tupian,Mbyá Guaraní
Mebengokre,Mebengokre,South America,-7.77352,-51.6737,kaya1330,,Nuclear-Macro-Je,Kayapó
Mehinaku,Mehináku,South America,-12.5364,-53.521,mehi1240,,Arawakan,Mehináku
Miranya,Miraña,South America,-2.000259,-72.257066,bora1263,,Boran,Bora
Mochica,Mochica,South America,-8.01667,-79.0,moch1259,,,Mochica
Mocovi,Mocoví,South America,-28.097,-60.4145,moco1246,,Guaicuruan,Mocoví
MosetenC,Mosetén de Covendo,South America,-14.64448,-67.83756,mose1249,,,Mosetén-Chimané
MosetenSA,Mosetén de Santa Ana,South America,-14.64448,-67.83756,mose1249,,,Mosetén-Chimané
Movima,Movima,South America,-13.8115,-65.6348,movi1243,,,Movima
Muinane,Muinane,South America,-0.8652,-72.4249,muin1242,,Boran,Muinane
Muisca,Muisca,South America,6.24999,-74.1666,chib1270,,Chibchan,Chibcha
Munduruku,Mundurukú,South America,-8.41095,-57.691,mund1330,,Tupian,Mundurukú
Muniche,Muniche,South America,-5.7441796,-76.426712,muni1258,,,Muniche
AymaraMul,Muylaq' Aymara,South America,-17.0,-68.5,cent2142,,Aymaran,Central Aymara
Irantxe,Mỹky,South America,-12.7178,-57.9806,iran1263,,,Irántxe-Münkü
Nadeb,Nadëb,South America,-1.24449,-66.3068,nade1244,,Naduhup,Nadëb
Nanti,Nanti,South America,-12.1018,-72.3507,nant1250,,Arawakan,Nanti
NapoQ,Napo Quichua,South America,-0.072525,-76.3889,napo1242,,Quechuan,Napo Lowland Quechua
Nhandeva,Nhandeva,South America,-25.6521,-55.051,chir1286,,Tupian,Chiripá
Nheengatu,Nheengatú,South America,1.04503,-66.9646,nhen1239,,Tupian,Nhengatu
NinamN,Ninam of Ericó,South America,4.03894,-62.7801,nina1238,,Yanomamic,Ninam
Nomatsiguenga,Nomatsigenga,South America,-11.5349,-74.4371,noma1263,,Arawakan,Nomatsiguenga
Nonuya,Nonuya,South America,-1.25,-72.5,nonu1241,,Huitotoan,Nonuya
NJuninSPQ,North Junín Quechua (San Pedro de Cajas dialect),South America,-11.2132,-75.8128,nort2980,,Quechuan,North Junín Quechua
NJuninT,North Junín Quechua (Tarma dialect),South America,-11.2132,-75.8128,nort2980,,Quechuan,North Junín Quechua
EmberaN,Northern Emberá,South America,7.12761,-77.574,nort2972,,Chocoan,Northern Emberá
Nukak,Nukak,South America,2.65939,-71.4629,nuka1242,,Kakua-Nukak,Nukak Makú
Nukini,Nukini,South America,-7.339,-73.5044,nuku1263,,Pano-Tacanan,Nukuini
Ocaina,Ocaina,South America,-2.159,-72.1422,ocai1244,,Huitotoan,Ocaina
Ofaye,Ofayé,South America,-22.278,-53.7227,ofay1240,,Nuclear-Macro-Je,Ofayé
Omagua,Omagua,South America,-3.526,-69.1667,omag1248,,Tupian,Omagua
Omurano,Omurano,South America,-4.816667,-75.4,omur1241,,,Omurano
OroWin,Oro Win,South America,-10.737,-64.0299,orow1243,,Chapacuran,Oro Win
Pacahuara,Pacahuara,South America,-11.9968,-65.5568,paca1246,,Pano-Tacanan,Pacahuara
Paez,Páez,South America,2.61516,-76.31254,paez1247,,,Páez
PaiTavytera,Pai Tavytera,South America,-23.15945,-56.11758,pait1247,,Tupian,Pai Tavytera
Palikur,Palikúr,South America,3.63993,-51.6246,pali1279,,Arawakan,Palikúr
Panara,Panará,South America,-10.58,-53.0,pana1307,,Nuclear-Macro-Je,Panará
Panare,Panare,South America,6.95035,-65.8483,enap1235,,Cariban,Panare
Panobo,Panobo,South America,-7.16666,-75.0,pano1255,,Pano-Tacanan,Panobo
GuaraniP,Paraguayan Guaraní,South America,-25.60551,-57.08816,para1311,,Tupian,Paraguayan Guaraní
Parakana,Parakanã,South America,-4.64681,-50.0621,para1312,,Tupian,Parakanã
Paraujano,Paraujano,South America,10.8427,-71.8399,para1316,,Arawakan,Paraujano
Parecis,Paresí,South America,-14.5929,-57.4059,pare1272,,Arawakan,Parecís
Parkateje,Parkateje,,,,,,Macro-Ge,
Paumari,Paumarí,South America,-5.78403,-64.2803,paum1247,,Arawan,Paumari
PemonA,Pemon (Arekuna dialect),South America,4.97031,-61.4033,pemo1248,,Cariban,Pemon
PemonT,Pemon (Tarepang dialect),South America,4.97031,-61.4033,pemo1248,,Cariban,Pemon
Pemono,Pémono,South America,5.248,-66.082,pemo1245,,Cariban,Pémono
Piapoco,Piapoco,South America,4.37718,-68.5953,piap1246,,Arawakan,Piapoco
Piaroa,Piaroa,South America,4.41805,-67.7574,piar1243,,Jodi-Saliban,Piaroa
Pilaga,Pilagá,South America,-25.0058,-60.1537,pila1245,,Guaicuruan,Pilagá
Piraha,Pirahã,South America,-6.77713,-61.8167,pira1253,,,Pirahã
Piratapuyo,Piratapuyo,South America,0.50714,-69.5032,pira1254,,Tucanoan,Wa'ikhana
Pisamira,Pisamira,,,,,,Tucanoan,
Poyanawa,Poyanáwa,South America,-7.46909,-73.0758,poya1241,,Pano-Tacanan,Poyanáwa
Puinave,Puinave,South America,3.92974,-67.6886,puin1248,,,Puinave
Pume,Pumé,South America,7.10677,-67.5996,pume1238,,,Pumé
Puri,Puri,South America,-22.175627,-44.711336,puri1262,,Puri-Coroado,Puri
Resigaro,Resígaro,South America,-1.169535,-71.60524,resi1247,,Arawakan,Resígaro
Reyesano,Reyesano,South America,-14.8333,-67.0833,reye1240,,Pano-Tacanan,Reyesano
Rikbaktsa,Rikbaktsa,South America,-11.1887,-58.1942,rikb1245,,Nuclear-Macro-Je,Rikbaktsa
Sabane,Sabanê,South America,-12.9857,-60.335,saba1268,,Nambiquaran,Sabanê
Sakirabia,Sakirabiá,South America,-13.054,-62.0927,saki1248,,Tupian,Mekens
SalascaQ,Salasca Quechua,South America,-1.35447,-78.3953,sala1272,,Quechuan,Tungurahua Highland Quichua
Saliba,Sáliba,South America,5.30115,-69.3843,sali1298,,Jodi-Saliban,Sáliba
SanMartinQ,San Martin Quechua,South America,-6.9582,-76.6608,sanm1289,,Quechuan,San Martín Quechua
SanomaK,Sanömá of Kolulu,South America,4.5,-64.5,sanu1240,,Yanomamic,Sanumá
SantiagoEQ,Santiago del Estero Quechua,South America,-27.821,-63.2466,sant1432,,Quechuan,Santiago del Estero Quichua
Sanuma,Sanumá,South America,4.5,-64.5,sanu1240,,Yanomamic,Sanumá
Sapara,Sápara,South America,-1.99871,-76.364,zapa1253,,Zaparoan,Záparo
SatereMawe,Sateré-Mawé,South America,-3.63897,-56.8749,sate1243,,Tupian,Sateré-Mawé
Saynawa,Saynawa,Papunesia,-0.38398,114.693,sian1254,,Austronesian,Siang
SecoyaA,Secoya del Aguarico,South America,-0.459785,-75.5547,seco1241,,Tucanoan,Secoya
SecoyaP,Secoya del Putumayo,South America,-0.459785,-75.5547,seco1241,,Tucanoan,Secoya
Selknam,Selk'nam,South America,-54.0,-68.5,onaa1245,,Chonan,Selk'nam
Shanenawa,Shanenawa,Africa,9.87556,9.64988,shal1242,,Atlantic-Congo,Shall-Zwall
Sharanahua,Sharanawa,South America,-9.8626,-71.1232,shar1245,,Pano-Tacanan,Sharanahua
Shawi,Shawi,South America,-5.63764,-76.8252,chay1248,,Cahuapanan,Shawi
Shipibo,Shipibo,South America,-7.17105,-74.8219,ship1254,,Pano-Tacanan,Shipibo-Conibo
Shiwilu,Shiwilu,South America,-5.40317,-76.4103,jebe1250,,Cahuapanan,Jebero
Shuar,Shuar,South America,-3.45136,-78.1892,shua1257,,Chicham,Shuar
Siona,Siona,South America,0.31733,-76.0237,sion1247,,Tucanoan,Siona-Tetete
Siriano,Siriano,South America,0.436515,-70.184,siri1274,,Tucanoan,Siriano
Siriono,Sirionó,South America,-15.5298,-63.9688,siri1273,,Tupian,Sirionó
Suruaha,Suruahá,South America,-6.82525,-66.3146,suru1263,,Arawan,Suruahá
Surui,Suruí,South America,-11.0989,-61.2818,suru1262,,Tupian,Suruí
Suya,Suyá,South America,-11.5178,-53.0743,suya1243,,Nuclear-Macro-Je,Suyá
Tacana,Tacana,South America,-13.39249,-68.04056,taca1256,,Pano-Tacanan,Tacana
TanimucaR,Tanimuca-Retuarã,South America,-0.59023,-70.3853,tani1257,,Tucanoan,Tanimuca-Retuarã
Tapayuna,Tapayuna,South America,-11.5178,-53.0743,suya1243,,Nuclear-Macro-Je,Suyá
Tapiete,Tapieté,South America,-21.4169,-62.684,tapi1253,,Tupian,Tapieté
Tapirape,Tapirapé,South America,-10.5373,-50.5438,tapi1254,,Tupian,Tapirapé
Tariana,Tariana,South America,0.440205,-68.9042,tari1256,,Arawakan,Tariana
Tatuyo,Tatuyo,South America,0.55582,-70.5327,tatu1247,,Tucanoan,Tatuyo
Taushiro,Taushiro,South America,-3.22497,-75.5603,taus1253,,,Taushiro
Tehuelche,Tehuelche,South America,-47.5796,-68.3235,tehu1242,,Chonan,Tehuelche
Tembe,Tembé,South America,-2.6123,-48.2359,temb1276,,Tupian,Tenetehara
TenaQ,Tena Quechua,South America,-0.76271,-77.5404,tena1240,,Quechuan,Tena Lowland Quichua
