web-scraper-order,web-scraper-start-url,language,language-href,name,code,family,suprasegmental,bibliography,notes,vowels,consonants,location
"1602244451-69","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Trió","https://linguistics.berkeley.edu/~saphon/en/inv/Trio.html","Trió","Tiriyó","2°13'16""N 55°57'36""W","null","null","Meira, Sérgio. 1999. A Grammar of Tiriyó. PhD dissertation, Rice University.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Carib</div>","tri"
"1602244915-261","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Guarayu","https://linguistics.berkeley.edu/~saphon/en/inv/Guarayu.html","Guarayu","gyr","Tupí","None","Armoye Urarepia, Celso. 2009. Análisis de la lengua guarayo (tesina). Ms.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td>kʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Voiced stop</td><td></td><td></td><td></td><td></td><td></td><td>ɡʷ</td><td></td></tr>
<tr><td class=""header"">Prenasalized stop</td><td>mb</td><td>nd</td><td></td><td></td><td>ŋɡ</td><td></td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>β</td><td></td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","15°45'07""S 63°10'44""W"
"1602244508-93","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Siriano","https://linguistics.berkeley.edu/~saphon/en/inv/Siriano.html","Siriano","sri","Tucanoan","Tone","Criswell, Linda and Beverly Brandrup. 2000. Un bosequjo fonológico del siriano. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: Una visión descriptiva. Bogotá: Instituto Caro y Cuervo. Bogotá: Instituto Caro y Cuervo.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td>ɡ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
</tbody></table>","0°47'20""N 69°14'38""W"
"1602244402-49","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Warekena","https://linguistics.berkeley.edu/~saphon/en/inv/Warekena.html","Warekena","gae","Arawak","None","Aikhenvald, Alexandra. 1998. Warekena. In Desmond Derbyshire and Geoffrey Pullum (eds.), Handbook of Amazonian languages, pp. 225-439. Berlin: Mouton de Gruyter.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td>u&nbsp;uː</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;eː</td><td></td><td></td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop/affricate</td><td>b</td><td>d</td><td>dʒ</td><td></td><td>ɡ</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>ɺ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","1°18'00""N 67°18'00""W"
"1602244825-224","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Kanoé","https://linguistics.berkeley.edu/~saphon/en/inv/Kanoe.html","Kanoé","kxo","Isolate","None","Bacelar, Laércio Nora. 2004. Gramática Da Língua Kanoê: descrição gramatical de uma língua isolada e ameaçada de extinção, falada ao sul do estado de Rondônia, Brasil. PhD dissertation, Katholieke Universiteit Nijmegen. 46-97.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td>æ&nbsp;æ̃</td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td>k</td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>β</td><td></td><td></td><td>x</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td>ɲ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td></tr>
</tbody></table>","11°53'49""S 64°45'07""W"
"1602244952-276","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Emberá-Baudó","https://linguistics.berkeley.edu/~saphon/en/inv/EmberaBaudo.html","Emberá-Baudó","bdc","Choco","None","Adelaar, Willem and Pieter Muysken. 2004. Languages of the Andes. New York: Cambridge University Press. 58.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Aspirated stop</td><td>pʰ</td><td>tʰ</td><td></td><td></td><td>kʰ</td><td></td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Implosive stop</td><td>ɓ</td><td>ɗ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>β</td><td>s</td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Trill</td><td></td><td>r</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","5°21'04""N 77°22'01""W"
"1602244755-195","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Leco","https://linguistics.berkeley.edu/~saphon/en/inv/Leco.html","Leco","lec","Isolate","None","Van de Kerke, Simon. 2009. El Leko. Mily Crevels and Pieter Muysken (eds.), Lenguas de Bolivia, vol. 1: Ámbito andino. La Paz: Plural Editores.","We have interpreted the <é> in the original source as /ɨ/. The author indicates that the segment is further back than [i] (p.c.).","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Aspirated stop</td><td>pʰ</td><td>tʰ</td><td></td><td></td><td>kʰ</td><td></td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td>pʼ</td><td>tʼ</td><td>tʃʼ</td><td></td><td>kʼ</td><td></td></tr>
<tr><td class=""header"">Plain/voiced stop</td><td>p&nbsp;b</td><td>t&nbsp;d</td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s&nbsp;z</td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","15°00'54""S 67°50'02""W"
"1602244492-86","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Tapayuna","https://linguistics.berkeley.edu/~saphon/en/inv/Tapayuna.html","Tapayuna","suy_tap","Macro-Ge","None","Camargo, Nayara da Silva. 2010. Língua tapyúna: aspectos sociolingüísticos e uma análise fonológica preliminar. MA thesis, Universidade Estadual de Campinas.","The code for this language is a SAPhon language code (non-ISO 639).","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid-high</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Mid</td><td></td><td>ə</td><td></td></tr>
<tr><td class=""header"">Mid-low</td><td>ɛ</td><td></td><td>ʌ&nbsp;ɔ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td></td><td>t&nbsp;tʷ</td><td>tʃ</td><td>ʈ</td><td></td><td>k&nbsp;kʷ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td></td><td></td><td>h&nbsp;hʷ</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ɲ</td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","10°03'36""S 52°59'49""W"
"1602244487-84","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Tapirapé","https://linguistics.berkeley.edu/~saphon/en/inv/Tapirape.html","Tapirapé","taf","Tupí","None","Praça, Walkíria Neiva. 2007. Morfossintaxe da língua Tapirapé. PhD dissertation, Universidade de Brasília.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td></td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>kʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ŋ</td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","10°42'29""S 50°37'08""W"
"1602244738-188","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Maka","https://linguistics.berkeley.edu/~saphon/en/inv/Maka.html","Maka","mca","Mataco","None","Gerzenstein, Ana. 1994. Lengua Maka. Estudio descriptivo. Buenos Aires: Instituto de Linguística. 41-61.","Gerzenstein does not explicitly state that vowel length is contrastive. However, she lists numerous forms with double vowels.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td>u&nbsp;uː</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;eː</td><td></td><td>o&nbsp;oː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Labio-<br>dental</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td>pʼ</td><td></td><td>tʼ&nbsp;tsʼ</td><td></td><td>kʼ</td><td>qʼ</td><td></td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td></td><td>t&nbsp;ts</td><td></td><td>k</td><td>q</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>f</td><td>s</td><td></td><td>x</td><td>χ</td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td></td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td></td><td>ɬ&nbsp;l</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","24°58'12""S 57°19'23""W"
"1602244835-228","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Kaingáng, São Paulo","https://linguistics.berkeley.edu/~saphon/en/inv/KaingangSP.html","Kaingáng, São Paulo","zkp","Macro-Ge","None","Cavalcante, Marita Pôrto. 1987. Fonologia e morfologia da língua kaingang: o dialeto de São Paulo comparado com o do Paraná. PhD dissertation, Universidade Estadual de Campinas.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u</td></tr>
<tr><td class=""header"">Mid-high</td><td>e</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Mid</td><td></td><td>ə&nbsp;ə̃</td><td></td></tr>
<tr><td class=""header"">Mid-low</td><td>ɛ&nbsp;ɛ̃</td><td></td><td>ɔ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ</td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","23°33'00""S 46°37'48""W"
"1602245089-332","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Awa-Cuaiquer","https://linguistics.berkeley.edu/~saphon/en/inv/AwaCuaiquer.html","Awa-Cuaiquer","Awa Pit","1°18'00""N 78°09'00""W","null","null","Calvache, Rocío Dueñas. 2000. Aproximación al Awa Pit. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: Una visión descriptiva. Bogotá: Instituto Caro y Cuervo.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s&nbsp;z</td><td>ʃ&nbsp;ʒ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Barbacoan</div>","kwi"
"1602244475-79","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Tembé","https://linguistics.berkeley.edu/~saphon/en/inv/Tembe.html","Tembé","tqb","Tupí","None","Duarte, Fábio Bonfim. 2003. Ordem de constituintes e movimento em tembé: minimalismo e anti-simetria. PhD thesis, Universidade Federal de Minas Gerais.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td>ə</td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td>k</td><td>kʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Voiced stop</td><td></td><td>d</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td>ŋ</td><td>ŋʷ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
</tbody></table>","2°05'46""S 46°32'53""W"
"1602245116-343","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Arára, Pará","https://linguistics.berkeley.edu/~saphon/en/inv/AraraPara.html","Arára, Pará","aap","Carib","None","Ferreira Alvez, Ana Carolina. 2010. Phonological aspects of Arara (Carib, Brazil). MA thesis, Radboud Universiteit.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ŋ</td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td></tr>
</tbody></table>","4°14'31""S 53°22'26""W"
"1602244327-18","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Yawalapití","https://linguistics.berkeley.edu/~saphon/en/inv/Yawalapiti.html","Yawalapití","yaw","Arawak","None","Mujica, Mitzila Isabel Ortega. 1992. Aspectos fonológicos e gramaticais da língua Yawalapití (Aruak). MA thesis, Universidade Estadual de Campinas.","Mujica describes the segment /r̥/ as a 'vibrante alveolar ensurdecido com fricção'.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td>ʃ</td><td>ʂ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ɲ</td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Trill</td><td></td><td>r̥</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td>ʎ</td><td></td><td></td></tr>
</tbody></table>","12°40'19""S 53°33'40""W"
